r7/8/n7/Nk1q1P2/8/6b1/2P1K3/8 w - - 1 1, True, r7/8/n7/1k3P2/2N5/6b1/4K3/8, 3, False, 200, None
Q2r4/5K2/3b1P2/5Q2/1k6/3B4/5b2/8 w - - 1 1, True, 3r4/5K2/5P2/Q7/1Q6/1k1B4/5b2/8, 5, True, 200, None
n5Nn/7N/3P4/K7/b7/4k3/1b6/8 b - - 0 1, True, 8/1K1bnN2/1n6/2k5/5b2/8/8/8, 41, False, 200, None
8/2K1n3/b3P3/q3k3/6rQ/8/8/7R w - - 0 1, True, 5K2/6q1/4P3/1b2k3/6rQ/8/8/7R, 6, True, 200, None
1q4N1/1nk5/8/8/4K3/8/B7/r2N1r2 b - - 0 1, True, 8/2k5/3n1N2/8/8/8/B3Kq2/3r1r2, 7, True, 200, None
8/5N2/k6r/8/B7/2B1n3/5n1n/6K1 w - - 1 1, True, 8/8/k6N/8/B3n3/2B1n3/7K/8, 3, False, 200, None
8/B7/6K1/1P6/8/7N/1k4Qn/3nb3 b - - 1 1, True, 8/8/6K1/1P6/8/2k1Bn1N/8/3Q4, 10, False, 200, None
8/3n4/8/n7/2N1Q1k1/b1RKn3/8/8 b - - 1 1, True, 8/3Q4/8/n5k1/2N5/b1RK4/8/8, 8, False, 200, None
7n/1q3n2/1R2b3/8/RK6/1B6/4k3/8 b - - 0 1, True, 7n/5n2/4b3/8/R7/1qK5/4k3/8, 3, False, 200, None
4b1r1/8/7b/B4R2/8/5Nk1/6N1/3K4 b - - 0 1, True, 4bR2/8/7b/8/8/5N2/6k1/3KB3, 4, False, 200, None
2r3n1/8/q3N3/3K4/8/5R2/1k1NB3/8 w - - 1 1, True, 8/1B6/8/5K2/2N2N1r/5R2/8/3k4, 13, False, 200, None
4N3/n3p2N/8/1k4r1/8/K2N4/8/6r1 w - - 1 1, True, 4N3/n3p3/8/1k4r1/8/3N4/1K6/8, 4, False, 200, None
8/3B4/2N5/8/4n3/n3k3/2N2b2/B1K5 b - - 0 1, True, 8/3B4/2N5/8/4n3/4k3/2K2b2/B7, 2, False, 200, None
2k2K2/8/5n2/1N5P/7n/6n1/1pB5/8 w - - 1 1, True, 5K2/3k4/5n2/7n/7n/8/1NB5/8, 5, False, 200, None
6B1/8/3q4/8/1b5Q/8/5K2/1k2n1Rb b - - 0 1, True, 6B1/8/8/4K3/1b5n/8/8/1k4qb, 7, False, 200, None
7N/K7/2B1p3/5N2/6bB/8/7q/k7 w - - 1 1, True, 4B2N/3K4/4p3/4q3/4b3/8/k7/8, 12, False, 200, None
8/K5Q1/8/N7/3B2b1/3b4/8/r1nk4 b - - 0 1, True, 8/8/6r1/B1Q2b2/5Kb1/8/2k5/2n5, 82, True, 200, None
8/7B/3r4/5p2/8/k1B3N1/6n1/2n3K1 w - - 1 1, True, 8/8/1k4B1/3rB3/4Np2/5K2/8/8, 19, False, 200, None
1k6/7N/r7/5NKq/8/Q5b1/3r4/8 w - - 0 1, True, 1k6/7N/8/5N1K/8/r5b1/3r4/8, 2, False, 200, None
3N2b1/8/8/4R3/7n/3kN3/1r6/6RK b - - 0 1, True, 3NR3/8/8/8/8/4Nn2/4k3/1b5K, 9, False, 200, None
1k6/2pP4/1r4R1/K7/2q5/8/8/2r3R1 b - - 0 1, True, 1k6/2pP4/1r4R1/K7/8/8/q7/2r3R1, 1, True, 200, None
2Q5/3B2B1/8/b7/1K6/6B1/1p6/3k3r w - - 0 1, True, 2Q5/6B1/8/8/K5r1/6B1/1p6/3k4, 6, False, 200, None
k2Br3/3R2Bn/8/8/2Q1K3/2n5/8/8 w - - 1 1, True, k2B4/3R3n/Q2B4/5K2/8/2n5/8/8, 7, True, 200, None
7B/3k4/6B1/7b/p1K5/8/p1b5/2B5 w - - 1 1, True, 8/8/4bB2/7k/BK6/4B3/p7/8, 91, False, 200, None
2R2B2/1K6/8/1B2nn2/2b5/8/3B4/1k6 w - - 1 1, True, 2R2B2/1K6/4B3/4nn2/8/8/3k4/8, 4, False, 200, None
3kr3/2b5/b5R1/8/6R1/8/3B4/2R2K2 w - - 0 1, True, 3kr3/8/3R4/8/6R1/8/3B4/2R2K2, 3, False, 200, None
5B2/2b5/8/5N2/5b2/7r/K1k4N/7r w - - 1 1, True, 8/8/8/3kb3/5b2/B4r2/K1r5/8, 14, False, 200, None
6nQ/1KP5/4q3/1k6/3R4/8/1Q3b2/8 b - - 0 1, True, 6nQ/1KP5/4q3/2k5/1Q1R4/8/5b2/8, 2, True, 200, None
8/3p2K1/8/8/1N2r3/6R1/3Qn3/2B3k1 b - - 0 1, True, 8/3p2K1/8/8/8/6n1/4Nk2/2BQ4, 8, False, 200, None
2b4N/8/6K1/4p1RN/8/1n4b1/3k4/8 w - - 1 1, True, 2b4N/8/6K1/4R3/8/1n2k1N1/8/8, 3, False, 200, None
n4B2/3B1Bb1/4Nr2/8/8/3k4/1K6/8 w - - 1 1, True, n7/5Nb1/8/1BBk4/8/1K6/8/8, 13, False, 200, None
5B2/4P3/2r1K3/5rP1/1k6/b7/8/7b w - - 0 1, True, 4bB2/8/5K2/2r3P1/1k6/b7/8/8, 6, False, 200, None
2n1k1n1/8/R3N3/8/8/bP6/2N5/5K2 b - - 0 1, True, 4k1n1/4n3/8/2R5/8/1P6/2N5/5K2, 6, False, 200, None
8/6p1/2r1N1K1/4Q1b1/2R5/2B2k2/8/8 b - - 0 1, True, 8/6p1/2R2bK1/4k3/8/2B2Q2/2N5/8, 12, True, 200, None
8/8/1r6/b7/1K2N3/6N1/8/N1bk1B2 w - - 0 1, True, 1r6/8/K7/8/2B1N3/4N3/8/N1k5, 13, False, 200, None
1Q6/8/1p2Rb2/8/8/8/b1k1qN2/7K w - - 1 1, True, 8/8/1p3b2/8/2k1N3/8/Q3R3/7K, 19, False, 200, None
5N2/7K/1B6/8/8/r4Br1/5kr1/6b1 b - - 1 1, True, 8/6K1/1B4r1/8/8/r4k2/7r/6b1, 5, False, 200, None
N3K1k1/7Q/8/b4N2/n7/2B5/8/2b5 b - - 0 1, True, N3K3/7k/8/B4N2/n7/8/8/2b5, 2, False, 200, None
8/2n4B/3k4/1r4N1/8/1n2K3/8/2B2B2 b - - 0 1, True, 8/2B1k2B/8/2n4r/2B5/5K2/8/8, 12, False, 200, None
4k1K1/8/8/5nN1/P4b2/8/5b2/R2R4 w - - 1 1, True, 4k1K1/8/8/8/P4N2/8/5b2/R2n4, 4, False, 200, None
5K2/P7/5b2/b3k3/2R1rPr1/8/8/8 b - - 1 1, True, Q7/5K2/8/5k2/1b2rPr1/8/8/8, 7, False, 200, None
K7/7q/6P1/p6P/6q1/4b3/7k/3R4 b - - 0 1, True, K7/q7/6P1/p6P/6q1/4b3/7k/3R4, 1, True, 200, None
2B3B1/8/2n5/4k3/4r3/7n/3N4/K5b1 b - - 0 1, True, 8/8/2B5/r7/n2n1k2/2b5/8/1K6, 45, False, 200, None
8/p4rN1/8/4k3/5N2/3K1r2/8/1B3N2 w - - 1 1, True, 8/p4rN1/8/4k3/2r5/3K4/8/1B6, 4, False, 200, None
8/5Bb1/1K6/8/2k5/2P3n1/2B1r3/1R6 b - - 1 1, True, 7r/6R1/3K2B1/8/3n4/8/2Bk4/8, 18, False, 200, None
7k/1q2b2B/8/8/1N5r/7b/3K2Q1/8 w - - 1 1, True, 6Qk/1q2b2B/8/8/1N5r/7b/3K4/8, 1, True, 200, None
8/1N6/8/8/k3b1q1/8/1Q2RK2/n3b3 w - - 1 1, True, 8/8/8/2n5/k3b3/5q2/1Q2R3/4K3, 6, False, 200, None
1r6/3Nrk1K/8/6B1/8/4q3/4q2Q/8 w - - 1 1, True, 1r6/5rK1/4k3/8/7B/4q3/2q5/8, 8, True, 200, None
5r2/kb6/8/8/6K1/BR1B2Q1/8/3b4 w - - 0 1, True, 6r1/1k6/6B1/6K1/8/B5Q1/8/3b4, 6, False, 200, None
3R4/2q3K1/3r1B2/2n5/4b3/k2N4/8/8 w - - 1 1, True, 8/8/5r1K/2n5/4bNq1/k7/8/8, 6, False, 200, None
6R1/r7/3k1p2/8/3K4/3Nb3/B7/4N3 w - - 0 1, True, 6R1/8/3k1p2/8/8/3NK3/r7/4N3, 2, False, 200, None
1K6/6p1/3B1BN1/1r1k4/6B1/8/8/4r3 w - - 1 1, True, 4K3/1r4B1/8/3k4/8/3N3B/5r2/8, 15, False, 200, None
1N2N3/4N1n1/2K3P1/7k/8/8/1b6/5r2 w - - 1 1, True, 1N6/4N1b1/2K3P1/7k/8/8/8/5r2, 2, False, 200, None
2K5/7k/3r4/8/b7/1P4p1/3RN3/5R2 b - - 0 1, True, 2K5/7k/8/8/b7/1P4N1/3r4/5R2, 2, False, 200, None
k7/q7/6P1/6K1/P7/3b3R/2P5/3r4 b - - 0 1, True, k7/q7/5Kr1/8/P7/3b4/2P5/8, 5, False, 200, None
8/3Q2n1/2K5/2b2np1/2R5/8/nk6/8 w - - 1 1, True, 8/6n1/2K5/kQb2np1/8/8/n1R5/8, 13, True, 200, None
8/8/P7/3b4/b3N3/2p5/1k1K1N2/3b4 w - - 1 1, True, b7/8/P7/8/b7/2N5/1k1K4/3N4, 3, False, 200, None
8/4p3/Pqk5/8/K7/P2P2P1/1b6/8 b - - 0 1, True, 8/4p3/P1k5/1q6/K7/P2P2P1/1b6/8, 1, True, 200, None
1Q5k/p3Np2/2q5/3B4/8/5p2/K7/8 b - - 0 1, True, 2q5/p3N3/6Qk/3B4/8/5p2/K7/8, 8, True, 200, None
1q5K/1k6/1p4R1/n7/8/P7/4p3/5Q2 w - - 0 1, True, 1k6/6K1/1p6/n7/8/P6q/8/4q3, 8, False, 200, None
1Q3R2/8/8/7P/p3Kr2/8/2kq3R/8 w - - 1 1, True, 5R2/8/8/7P/p3KQ2/8/2k4q/8, 2, False, 200, None
8/8/1k6/pQ1K4/1Nn5/2b4n/5p2/8 b - - 0 1, True, 8/8/8/pk6/2n1Kn2/2N5/8/5q2, 6, False, 200, None
8/8/4Pn2/P1P4n/2N5/k2K4/5p2/8 b - - 1 1, True, 8/2n5/P7/1kP5/6n1/8/5N2/5K2, 12, False, 200, None
5k2/8/B1Q1p3/8/3Pp3/4n3/1K6/7q b - - 0 1, True, 5k2/8/2Q1B3/8/3qp3/4n3/K7/8, 8, False, 200, None
8/6NP/7b/1k6/pQ6/3nn3/K7/8 b - - 0 1, True, 8/6bP/8/1k6/pnn5/8/8/1K6, 5, False, 200, None
2k5/1q2P3/2P5/P7/3K4/7n/2R5/3B4 w - - 1 1, True, 1k6/1Q6/2P5/P7/3K4/7n/2R5/3B4, 5, True, 200, None
8/7P/K3q3/2k5/5r1P/4nR1P/8/8 w - - 0 1, True, 2q5/K6P/8/2k5/r6P/4nR1P/8/8, 6, True, 200, None
2q5/7Q/8/3P4/2R3n1/3P1r1K/k7/8 w - - 1 1, True, 8/2R5/8/3P4/6n1/3P2K1/k4r2/8, 7, False, 200, None
1b6/1P3n1P/2P5/3p4/7k/8/7K/7N w - - 0 1, True, 8/1Pb2n2/8/3p1k2/5N2/5K2/8/8, 12, False, 200, None
8/8/7P/3N1K2/1b2B3/4r3/4k2P/6b1 w - - 1 1, True, 6Kb/8/6N1/6kP/8/8/8/2bB4, 32, False, 200, None
8/8/3p4/2p2kpp/Bp6/7K/8/3B4 b - - 0 1, True, 8/8/8/3p1k2/2p3B1/1p4K1/8/3B4, 8, False, 200, None
8/5bK1/6Q1/7p/5R2/4r3/2b1k3/5B2 b - - 0 1, True, 8/5RK1/8/7p/3k4/8/2b5/4QB2, 12, False, 200, None
6K1/8/4p1B1/8/5qB1/8/2p2pQk/8 b - - 0 1, True, 6K1/8/4p1B1/8/5q2/8/5pk1/5q2, 5, False, 200, None
8/8/1R6/1p5B/4N2r/1K2k2p/2p5/8 w - - 1 1, True, 8/8/1R6/1p5r/4N3/4k2p/2K5/8, 2, False, 200, None
2K5/5q2/1B1Q4/p1k5/8/p7/2N3p1/8 b - - 0 1, True, 2K5/8/1B1k4/p4q2/8/p7/8/6q1, 5, False, 200, None
4b3/3n4/8/1R4N1/p2K3P/p4k2/8/8 b - - 0 1, True, 4b3/3n4/3N4/6k1/R7/4K3/p7/8, 10, False, 200, None
8/1Q6/2K1rr2/1n6/2N4R/8/1r6/4k3 w - - 0 1, True, 8/1r6/4K3/1n6/2N4R/8/1r6/4k3, 4, False, 200, None
K1k5/8/n1n3p1/8/2B5/3P4/1P4P1/8 b - - 0 1, True, K1k5/2n5/2n3p1/8/2B5/3P4/1P4P1/8, 1, True, 200, None
n5K1/3p4/2P3p1/8/8/1n3kB1/8/1R6 w - - 1 1, True, n5K1/3P4/6p1/8/6k1/1R4B1/8/8, 3, False, 200, None
4B3/2r2kP1/P7/8/4b3/5P2/P7/7K b - - 1 1, True, 4B3/2r3k1/P7/8/4P3/8/P7/7K, 2, False, 200, None
5rk1/3Q3P/5R1K/r7/8/q5N1/8/8 b - - 1 1, True, 5r1k/6QP/5R1K/r7/8/q5N1/8/8, 2, True, 200, None
N7/7n/7n/1b6/8/2NkR3/7B/1K6 b - - 1 1, True, N7/7n/7n/1N6/8/4k3/7B/1K6, 2, False, 200, None
1Q6/k7/3P4/5nb1/1n6/8/6NK/4n3 b - - 0 1, True, 1k6/8/3P4/5nb1/1n6/8/7K/4N3, 2, False, 200, None
5q2/p7/KP5r/8/4P1B1/3Q4/8/5k2 b - - 1 1, True, 8/8/1q5r/4P3/2K3B1/4Q3/6k1/8, 21, False, 200, None
8/1K6/4nP2/3r1N2/8/8/3q3k/Q1N5 b - - 0 1, True, 8/3r4/K4P2/2n2N2/1q6/8/7k/Q1N5, 7, True, 200, None
1kn5/8/1K6/3B4/4p1R1/8/1p2p2p/8 w - - 0 1, True, 1kn5/8/2K5/5q2/2q1p3/8/7p/8, 14, True, 200, None
8/5K1B/Bpk5/2P5/2B1n3/8/7b/8 b - - 0 1, True, 8/8/1pBk4/1n6/4K3/5B2/8/4b3, 23, False, 200, None
3k4/n5p1/3p4/K7/8/8/2pRp2N/8 b - - 0 1, True, 2nk4/6p1/3p4/6K1/2q3q1/5N2/3R4/8, 15, True, 200, None
8/8/4b2R/1n4K1/8/2B5/qQp4k/8 b - - 1 1, True, 8/8/4b2R/1n4K1/8/8/1Bp3k1/8, 4, False, 200, None
2N5/3k4/5Q2/1r4K1/3p4/1p6/1b3p2/8 w - - 0 1, True, 3k4/N4Q2/8/1r6/6K1/1p6/1b1p1p2/8, 22, True, 200, None
8/1r5P/8/8/1k1r4/3P4/1P4p1/4K2N w - - 1 1, True, 8/8/8/8/1k1r4/3P4/1P1Kr3/5q1N, 12, True, 200, None
K7/rB3n2/2r5/1k6/6R1/2Q5/8/6r1 w - - 1 1, True, 8/KB3n2/8/1k6/6R1/2r5/8/6r1, 2, False, 200, None
2K5/2P5/8/2k5/r1N4P/5n2/P1p5/8 b - - 0 1, True, 6rq/2P5/7K/2k5/2N4n/8/P7/8, 17, True, 200, None
1nk5/5N2/8/8/5n2/NK6/B2nB3/8 w - - 1 1, True, 1nk5/5N2/8/8/8/N7/B2Kn3/8, 3, False, 200, None
8/1bk5/2R5/4b3/8/2N5/6Q1/n5Kb b - - 1 1, True, 8/3k4/2b5/4b3/8/2N5/8/Q5Kb, 4, False, 200, None
2K5/k3P3/2n5/4p3/4R3/Bb4p1/8/8 w - - 1 1, True, 2K1Q3/8/2n5/1kB5/8/6p1/8/7R, 9, False, 200, None
8/2r5/k7/2p5/3K1Q2/8/r3P3/b3N3 w - - 1 1, True, 8/k3b3/r7/1Q1K4/8/3N4/4r3/8, 20, False, 200, None
8/4R3/2p5/2p5/N7/2K3b1/2n2R2/2k5 b - - 0 1, True, 8/8/2p1R3/2N5/1nKb4/8/3k4/8, 8, False, 200, None
8/8/5P2/1bp1K3/k5Q1/6r1/8/3B2R1 b - - 1 1, True, 8/8/5P2/2p1K3/6Q1/k2R4/8/3B4, 4, False, 200, None
1R6/8/7R/5b2/4kp2/1P6/p2K1p2/8 w - - 1 1, True, 8/8/8/4k3/R4p2/1P6/p2K4/5b2, 8, False, 200, None
3n2K1/2r5/8/8/RQk5/3r1p2/2N5/8 b - - 1 1, True, 6K1/8/2Q5/R2r4/2k5/5p2/2N5/8, 10, False, 200, None
8/2n2K2/5P2/1PP5/n2N4/6p1/4k3/8 b - - 0 1, True, 8/5K2/nP3P2/2N5/8/3k2p1/8/8, 6, False, 200, None
R7/1BK5/B7/5b2/4p2n/8/8/kb6 b - - 0 1, True, 8/2K5/4R1b1/8/B2kb2n/8/8/8, 11, False, 200, None
5Nn1/2P5/8/8/2P5/P1k5/6bb/5K2 w - - 1 1, True, 5Nn1/2b5/8/8/2P5/P1k5/6K1/8, 2, False, 200, None
8/1b2r1b1/1N1B4/7P/8/4N3/2k2K2/8 b - - 1 1, True, 8/1b4b1/1N1B4/7P/8/4K3/2k5/8, 2, False, 200, None
n3B3/6p1/5k2/5B2/8/3K2b1/1R6/6b1 b - - 0 1, False, 8/4b3/2Rnk3/6p1/6K1/3Bb3/8/8, 100, False, 200, None
2k5/6P1/1r6/4B2N/8/6PK/8/1q4R1 b - - 0 1, True, 8/1k4P1/5N2/3qR3/8/6P1/8/5K2, 28, False, 200, None
8/p1P4P/7K/8/p7/7p/3R3k/2n5 b - - 1 1, True, 8/p1P5/8/6K1/p4n2/4Q1k1/3R3p/8, 8, True, 200, None
4b2Q/2KpN3/4q1b1/8/8/8/2k5/4B3 b - - 0 1, True, 2N1b3/2Kp1b2/3Q4/6q1/8/1k6/8/8, 34, True, 200, None
8/N7/2pb4/8/8/1Q6/1nK5/k1r1R3 w - - 0 1, True, 8/N7/2pb4/8/8/1Q6/1nK5/k1R5, 1, True, 200, None
4q3/8/3n3B/8/k7/5P1K/1p1n4/2B5 w - - 1 1, True, 8/8/3n3B/8/k7/5q2/1B1n2K1/8, 4, False, 200, None
3k4/1Pp1b1p1/Nb6/4R3/8/7K/8/8 w - - 1 1, True, 2k5/2R1Q1p1/N7/2p5/8/7K/8/8, 13, True, 200, None
1B2k3/P7/8/1P6/1Kr5/8/2R4B/1q6 w - - 0 1, True, 1B2k3/P7/8/1P6/2K5/8/2q4B/8, 2, False, 200, None
4k2b/b7/8/1K6/B3N1b1/6n1/1B6/8 b - - 0 1, True, 8/b4k2/8/8/B1K3b1/6N1/1b6/8, 4, False, 200, None
4B3/3K4/p3P3/8/P7/4rk1P/2p5/8 b - - 0 1, True, 4K3/8/p2qr3/8/5kB1/7P/8/8, 13, False, 200, None
5R2/1K2pp1P/8/k6B/8/4p3/7p/8 w - - 1 1, True, 7Q/2K1pp2/4k3/4R3/8/8/4B3/7q, 13, True, 200, None
8/4r3/7K/1Pp5/1rp5/8/1k4R1/6Q1 b - - 0 1, True, 8/4r3/7K/1Pp5/1rp5/7k/6R1/7Q, 12, True, 200, None
7B/1R5Q/K7/5nP1/5p2/8/8/1r5k b - - 0 1, True, 7B/8/K5P1/5Q2/5p2/6k1/1R6/8, 10, False, 200, None
8/1kn5/3p4/8/8/3R1P1Q/1p6/qK6 w - - 0 1, True, 8/1kn5/3p4/8/8/3R1P1Q/4K3/q3q3, 6, True, 200, None
1k6/8/8/1P1Kn1P1/2p2N2/8/3b1p2/8 b - - 0 1, True, 8/1k6/1P4n1/8/2p1Kb2/8/8/5q2, 7, False, 200, None
4Q3/5p2/8/B3p3/7p/K4p2/1P6/1k6 b - - 0 1, True, 8/5p2/8/B7/4p2p/K4p2/1P6/1k1Q4, 6, True, 200, None
1R6/8/2P4P/3k4/8/1Q5q/4p2r/K7 b - - 0 1, True, 8/8/2P4P/3k4/8/1q6/4p2r/K7, 5, False, 200, None
1Q1B4/8/3n4/8/1K2k2r/8/3N1b2/2q5 b - - 1 1, True, 3B4/8/3n4/8/Kqr5/3k4/5b2/8, 7, True, 200, None
8/P1r5/3N1N2/2K5/2p5/P3b3/2k5/8 w - - 0 1, True, 8/b1r5/5N2/1K6/2N5/P7/2k5/8, 3, False, 200, None
2k2B2/p3p1P1/8/6q1/8/5P1K/3R4/8 b - - 0 1, True, 2k2B2/p3p1P1/8/6q1/8/5P1K/3R4/8, 16, True, 200, None
8/1q6/3P3p/6Q1/1k6/P4p2/nK6/8 b - - 0 1, True, 8/3P4/8/6p1/k7/P4p2/n7/2qK4, 9, True, 200, None
4R3/8/P6p/1k6/4rn2/5B2/5K2/7B b - - 0 1, True, 4r3/8/k1B4p/8/8/3n2K1/8/7B, 5, False, 200, None
1r6/1R2n3/B6B/8/8/3n4/2N5/k5K1 b - - 0 1, True, 1r6/1R2n3/7B/8/2B5/3n4/k1N5/6K1, 2, True, 200, None
4B3/5K2/2p2P2/8/3k2P1/q7/R1p5/8 w - - 1 1, True, 8/5P1K/2B2Rq1/8/8/4k3/2p5/8, 32, False, 200, None
8/8/Q7/2K5/B1q5/8/ppP2k1p/8 w - - 0 1, True, 8/8/8/4Q3/B1K5/2P5/pp2k3/7q, 39, True, 200, None
5K2/4p2b/5p2/6p1/7k/8/8/1R2N1B1 b - - 0 1, True, 8/4K3/5p2/6p1/7k/8/8/1b2N1B1, 2, False, 200, None
8/8/1bk2P2/7K/4R1RP/P3q3/8/8 b - - 0 1, True, 4R1K1/3k1P2/6Rb/7q/8/8/8/8, 15, False, 200, None
6B1/4p2K/3B4/8/Pkq5/R7/4n3/8 b - - 1 1, True, 8/7K/3p4/8/PkB5/R7/4n3/8, 2, False, 200, None
